id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,Superhost_Status,price_per_guest,host_size_group
3018758,15382258,2014-05-11,f,1,1,t,Hastings-Sunrise,49.28,-123.05,Entire home/apt,6,3,5,225.00,3,0,2,5.00,0.02,No,37.50,Single Listing Host
4588807,23786249,2014-11-15,,2,2,t,Mount Pleasant,49.27,-123.10,Private room,2,,1,225.00,30,365,73,4.88,0.72,Missing,112.50,Multi Listing Host
7548858,1339708,2011-10-26,f,2,2,f,Mount Pleasant,49.27,-123.10,Entire home/apt,2,,1,225.00,30,98,148,4.89,1.55,No,112.50,Multi Listing Host
7674840,3844155,2012-10-12,f,1,2,t,Grandview-Woodland,49.28,-123.07,Entire home/apt,7,3,4,225.00,3,0,16,4.60,0.17,No,32.14,Multi Listing Host
9074376,28017156,2015-02-19,f,1,1,t,Kensington-Cedar Cottage,49.25,-123.08,Entire home/apt,6,4,4,225.00,4,0,2,4.50,0.03,No,37.50,Single Listing Host
16315060,106761964,2016-12-09,t,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,225.00,1,49,450,4.81,5.7,Yes,56.25,Single Listing Host
19070991,9037016,2013-09-24,f,1,1,f,Grandview-Woodland,49.27,-123.07,Entire home/apt,4,1,1,225.00,3,0,12,4.91,0.18,No,56.25,Single Listing Host
19332346,84521236,2016-07-18,,1,2,f,Strathcona,49.27,-123.10,Private room,1,,1,225.00,2,127,42,4.90,0.58,Missing,225.00,Multi Listing Host
19680779,2512105,2012-05-31,f,2,2,t,Grandview-Woodland,49.28,-123.06,Entire home/apt,7,3,3,225.00,1,0,28,4.54,0.39,No,32.14,Multi Listing Host
21536629,1339708,2011-10-26,f,2,2,f,Strathcona,49.27,-123.10,Entire home/apt,2,1,1,225.00,30,81,0,,,No,112.50,Multi Listing Host
23800634,176226893,2018-03-02,f,1,2,t,Kerrisdale,49.23,-123.16,Entire home/apt,3,2,2,225.00,3,279,60,4.70,0.96,No,75.00,Multi Listing Host
24671100,4177367,2012-11-18,f,1,2,t,Downtown Eastside,49.28,-123.08,Entire home/apt,4,2,2,225.00,2,0,58,4.82,0.95,No,56.25,Multi Listing Host
25895164,24087870,2014-11-23,t,2,4,t,Downtown Eastside,49.28,-123.10,Entire home/apt,2,1,1,225.00,4,116,59,4.95,1.01,Yes,112.50,Multi Listing Host
30342646,19059944,2014-07-28,t,18,23,t,West End,49.28,-123.13,Entire home/apt,2,1,1,225.00,120,298,9,5.00,0.18,Yes,112.50,Multi Listing Host
30447982,56666948,2016-01-30,f,2,2,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,6,2,2,225.00,3,0,12,4.75,0.22,No,37.50,Multi Listing Host
33552397,252820008,2019-04-02,f,4,4,t,Killarney,49.23,-123.04,Entire home/apt,4,2,2,225.00,30,64,76,4.95,1.51,No,56.25,Multi Listing Host
35157060,264774694,2019-05-28,f,1,1,f,Downtown Eastside,49.28,-123.10,Entire home/apt,4,2,2,225.00,3,0,15,4.77,0.31,No,56.25,Single Listing Host
35996582,90704424,2016-08-18,,4,5,t,Hastings-Sunrise,49.29,-123.03,Entire home/apt,2,2,3,225.00,7,0,1,5.00,0.02,Missing,112.50,Multi Listing Host
37568282,26510197,2015-01-22,f,5,11,t,Kitsilano,49.26,-123.15,Entire home/apt,6,2,3,225.00,30,365,1,5.00,0.08,No,37.50,Multi Listing Host
41872968,6517226,2013-05-22,f,1,1,t,Downtown,49.28,-123.11,Entire home/apt,4,2,2,225.00,30,0,0,,,No,56.25,Single Listing Host
44034163,352938664,2020-07-01,f,1,3,t,Downtown,49.27,-123.13,Entire home/apt,2,1,1,225.00,300,89,0,,,No,112.50,Multi Listing Host
46662841,377152373,2020-11-26,t,1,1,t,Riley Park,49.25,-123.10,Entire home/apt,4,1,2,225.00,3,296,82,4.95,2.73,Yes,56.25,Single Listing Host
47143888,4305639,2012-12-02,f,3,4,t,Dunbar Southlands,49.26,-123.18,Entire home/apt,4,2,3,225.00,30,222,3,5.00,0.15,No,56.25,Multi Listing Host
48679515,359632923,2020-07-31,f,1,2,t,Kensington-Cedar Cottage,49.24,-123.08,Entire home/apt,4,2,2,225.00,3,322,44,4.86,1.65,No,56.25,Multi Listing Host
49598472,26510197,2015-01-22,f,5,11,t,Kitsilano,49.26,-123.15,Entire home/apt,4,2,4,225.00,30,335,3,4.33,0.14,No,56.25,Multi Listing Host
51196637,419529,2011-03-02,f,1,1,t,Kitsilano,49.27,-123.15,Entire home/apt,4,2,2,225.00,2,31,2,4.50,2,No,56.25,Single Listing Host
52269475,423087355,2021-09-15,f,1,1,t,Downtown,49.27,-123.12,Entire home/apt,3,1,3,225.00,30,298,1,5.00,0.11,No,75.00,Single Listing Host
53338639,3531048,2012-09-10,f,1,1,t,Mount Pleasant,49.26,-123.08,Entire home/apt,6,3,3,225.00,7,0,0,,,No,37.50,Single Listing Host
54271255,1135259,2011-09-09,f,5,7,t,Kitsilano,49.27,-123.15,Entire home/apt,4,2,2,225.00,30,207,5,5.00,0.35,No,56.25,Multi Listing Host
6.48528E+17,464079798,2022-06-13,t,1,1,t,Victoria-Fraserview,49.22,-123.07,Entire home/apt,4,2,2,225.00,1,6,13,4.92,1.09,Yes,56.25,Single Listing Host
6.71262E+17,245587848,2019-02-26,f,1,7,t,Mount Pleasant,49.27,-123.10,Entire home/apt,4,2,2,225.00,4,69,36,4.83,3.39,No,56.25,Multi Listing Host
7.35258E+17,349804247,2020-06-12,,59,81,t,Sunset,49.23,-123.10,Entire home/apt,6,3,3,225.00,1,43,35,4.80,4.43,Missing,37.50,Multi Listing Host
8.08701E+17,227662329,2018-11-26,f,144,221,t,Fairview,49.26,-123.14,Entire home/apt,4,2,2,225.00,30,316,0,,,No,56.25,Multi Listing Host
8.23355E+17,500282056,2023-02-09,f,1,1,t,Mount Pleasant,49.27,-123.10,Entire home/apt,4,1,2,225.00,1,93,6,4.83,1.65,No,56.25,Single Listing Host
8.41374E+17,349804247,2020-06-12,,59,81,t,Strathcona,49.27,-123.10,Entire home/apt,4,1,2,225.00,1,34,9,4.89,6.14,Missing,56.25,Multi Listing Host
8.41693E+17,234967131,2019-01-07,f,1,2,t,Downtown,49.28,-123.13,Entire home/apt,3,1,2,225.00,1,108,4,4.75,3.75,No,75.00,Multi Listing Host
8.55049E+17,17023917,2014-06-20,t,6,6,t,Kitsilano,49.27,-123.15,Entire home/apt,4,2,3,225.00,30,139,1,5.00,1,Yes,56.25,Multi Listing Host
8.86568E+17,158638124,2017-11-13,f,2,3,t,Downtown,49.27,-123.12,Entire home/apt,4,2,2,225.00,30,138,0,,,No,56.25,Multi Listing Host
8.87269E+17,243367571,2019-02-15,f,1,7,t,Downtown Eastside,49.28,-123.09,Entire home/apt,4,1,2,225.00,2,68,3,4.67,3,No,56.25,Multi Listing Host
8.90879E+17,426251095,2021-10-06,f,1,3,t,West End,49.28,-123.14,Entire home/apt,1,1,1,225.00,1,350,2,5.00,2,No,225.00,Multi Listing Host
9.06779E+17,348009036,2020-05-29,f,1,1,t,Hastings-Sunrise,49.28,-123.04,Entire home/apt,6,2,2,225.00,2,37,0,,,No,37.50,Single Listing Host
7071924,2147373,2012-04-15,f,2,5,t,Downtown,49.28,-123.12,Entire home/apt,3,1,2,226.00,1,85,397,4.36,4.14,No,75.33,Multi Listing Host
17655199,1113348,2011-09-05,f,1,1,t,Downtown Eastside,49.28,-123.09,Entire home/apt,2,1,1,226.00,2,69,192,4.96,2.58,No,113.00,Single Listing Host
46549009,376428008,2020-11-20,f,3,6,t,Renfrew-Collingwood,49.25,-123.05,Entire home/apt,2,2,2,226.00,3,54,19,4.74,0.83,No,113.00,Multi Listing Host
50621456,378051691,2020-12-03,t,1,1,t,Grandview-Woodland,49.27,-123.07,Entire home/apt,4,2,2,226.00,1,268,95,4.96,4.16,Yes,56.50,Single Listing Host
52843026,134879720,2017-06-13,t,1,1,t,Kitsilano,49.27,-123.15,Entire home/apt,2,1,1,226.00,4,13,45,4.98,2.32,Yes,113.00,Single Listing Host
5.57252E+17,13100756,2014-03-13,t,4,5,t,Mount Pleasant,49.27,-123.10,Entire home/apt,4,1,1,226.00,1,167,57,4.82,3.89,Yes,56.50,Multi Listing Host
5.64089E+17,430377596,2021-11-04,t,1,1,t,Downtown,49.28,-123.13,Entire home/apt,2,1,1,226.00,1,34,97,4.94,6.37,Yes,113.00,Single Listing Host
5.7252E+17,259308579,2019-05-02,f,2,2,t,Hastings-Sunrise,49.28,-123.05,Entire home/apt,4,2,2,226.00,2,58,33,4.52,2.28,No,56.50,Multi Listing Host
6.00329E+17,351741459,2020-06-24,f,7,7,t,Downtown,49.28,-123.13,Entire home/apt,3,2,4,226.00,2,26,48,4.67,3.43,No,75.33,Multi Listing Host
7.70277E+17,5335111,2013-03-05,f,31,45,t,Kitsilano,49.27,-123.15,Entire home/apt,2,1,1,226.00,2,87,24,4.83,3.98,No,113.00,Multi Listing Host
8.14496E+17,94277616,2016-09-08,f,17,89,t,West End,49.29,-123.14,Entire home/apt,4,1,2,226.00,4,299,2,4.50,0.78,No,56.50,Multi Listing Host
13358,52116,2009-11-07,t,1,1,t,West End,49.28,-123.13,Entire home/apt,2,1,1,227.00,1,247,454,4.68,2.88,Yes,113.50,Single Listing Host
37331659,293583929,2019-09-10,t,45,56,t,Downtown,49.28,-123.11,Entire home/apt,4,1,2,227.00,2,90,74,4.85,1.6,Yes,56.75,Multi Listing Host
47267922,61128170,2016-03-01,t,2,2,t,Kitsilano,49.27,-123.15,Entire home/apt,3,1,1,227.00,2,0,62,4.79,2.37,Yes,75.67,Multi Listing Host
53042652,429388907,2021-10-28,t,1,1,t,Kensington-Cedar Cottage,49.25,-123.06,Entire home/apt,6,3,3,227.00,2,58,68,4.79,3.5,Yes,37.83,Single Listing Host
53523917,135116180,2017-06-14,f,1,1,t,Downtown,49.28,-123.13,Entire home/apt,2,,1,227.00,30,365,0,,,No,113.50,Single Listing Host
5.92224E+17,451572744,2022-03-27,t,1,1,t,Downtown,49.28,-123.11,Entire home/apt,2,1,1,227.00,2,121,71,4.93,5.21,Yes,113.50,Single Listing Host
6.89114E+17,28373147,2015-02-25,t,1,1,t,Kitsilano,49.27,-123.16,Entire home/apt,4,2,2,227.00,3,32,22,4.95,2.2,Yes,56.75,Single Listing Host
8.3744E+17,314401916,2019-12-04,t,2,4,t,Riley Park,49.24,-123.12,Entire home/apt,6,3,3,227.00,30,1,0,,,Yes,37.83,Multi Listing Host
8.4787E+17,52202963,2015-12-25,f,1,1,t,Downtown Eastside,49.28,-123.08,Entire home/apt,4,2,2,227.00,2,137,15,4.80,6.08,No,56.75,Single Listing Host
5040320,179396,2010-07-24,t,3,10,t,Downtown,49.28,-123.13,Entire home/apt,2,1,2,228.00,30,32,108,4.95,1.07,Yes,114.00,Multi Listing Host
18089401,179396,2010-07-24,t,3,10,t,West End,49.28,-123.13,Entire home/apt,2,,1,228.00,30,61,52,4.92,0.71,Yes,114.00,Multi Listing Host
18829637,130833480,2017-05-17,f,6,6,t,Shaughnessy,49.26,-123.15,Entire home/apt,4,2,2,228.00,30,80,60,4.73,0.82,No,57.00,Multi Listing Host
43079220,27739566,2015-02-14,t,28,62,t,Downtown Eastside,49.28,-123.10,Entire home/apt,2,1,1,228.00,28,4,82,4.77,2.21,Yes,114.00,Multi Listing Host
46295519,27739566,2015-02-14,t,28,62,t,Downtown Eastside,49.28,-123.10,Entire home/apt,2,,,228.00,28,36,74,4.61,2.37,Yes,114.00,Multi Listing Host
50330531,36857457,2015-06-27,f,1,1,t,Downtown Eastside,49.28,-123.10,Entire home/apt,2,1,1,228.00,2,344,79,4.68,3.51,No,114.00,Single Listing Host
53031169,346562402,2020-05-17,f,58,144,t,Mount Pleasant,49.27,-123.11,Entire home/apt,3,2,2,228.00,30,80,13,5.00,0.68,No,76.00,Multi Listing Host
54240909,153427768,2017-10-05,t,1,1,t,Downtown,49.28,-123.11,Entire home/apt,3,1,1,228.00,1,228,52,4.79,3.25,Yes,76.00,Single Listing Host
5.76324E+17,96107453,2016-09-21,t,1,1,t,Downtown,49.28,-123.12,Entire home/apt,3,1,2,228.00,2,6,84,4.82,5.92,Yes,76.00,Single Listing Host
6.47349E+17,346562402,2020-05-17,f,58,144,t,Marpole,49.22,-123.15,Entire home/apt,2,1,1,228.00,14,0,7,4.86,0.61,No,114.00,Multi Listing Host
6.68892E+17,162438356,2017-12-12,f,2,4,t,West End,49.29,-123.13,Entire home/apt,2,1,1,228.00,2,48,30,4.77,2.75,No,114.00,Multi Listing Host
6.80359E+17,471864226,2022-07-27,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,228.00,1,132,45,4.69,4.37,No,114.00,Single Listing Host
7.23175E+17,480862793,2022-09-24,t,1,1,t,Grandview-Woodland,49.28,-123.07,Entire home/apt,6,2,3,228.00,1,55,29,4.97,3.39,Yes,38.00,Single Listing Host
7.90553E+17,492724474,2022-12-25,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,5,2,2,228.00,2,45,17,4.94,5.2,No,45.60,Single Listing Host
8.71606E+17,510457726,2023-04-17,,3,4,t,Kensington-Cedar Cottage,49.23,-123.06,Entire home/apt,4,2,2,228.00,31,78,2,4.50,1.43,Missing,57.00,Multi Listing Host
8.80607E+17,425256638,2021-09-30,t,1,2,t,Downtown,49.28,-123.11,Entire home/apt,3,2,3,228.00,2,290,2,4.50,2,Yes,76.00,Multi Listing Host
9.05036E+17,444978561,2022-02-13,f,4,7,t,Downtown,49.28,-123.12,Private room,1,,1,228.00,4,357,0,,,No,228.00,Multi Listing Host
14216608,86344341,2016-07-27,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,2,1,1,229.00,90,166,8,5.00,0.1,No,114.50,Single Listing Host
26259104,6860963,2018-06-15,f,1,2,f,Grandview-Woodland,49.27,-123.06,Entire home/apt,5,2,2,229.00,3,0,3,5.00,0.05,No,45.80,Multi Listing Host
26356375,183396597,2018-04-09,f,1,1,t,Kensington-Cedar Cottage,49.26,-123.07,Entire home/apt,5,3,3,229.00,2,0,47,4.85,0.78,No,45.80,Single Listing Host
30204807,226873439,2018-11-21,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,229.00,1,61,172,4.68,3.12,No,57.25,Single Listing Host
35460812,183767715,2018-04-11,f,1,1,t,West End,49.29,-123.13,Entire home/apt,4,2,2,229.00,30,0,0,,,No,57.25,Single Listing Host
37829235,281777935,2019-08-02,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,229.00,1,56,100,4.76,2.18,No,57.25,Single Listing Host
43303093,12940315,2014-03-09,f,1,1,t,Kitsilano,49.27,-123.15,Entire home/apt,2,1,1,229.00,30,180,2,5.00,0.12,No,114.50,Single Listing Host
46142496,75148092,2016-06-01,t,1,1,t,Downtown,49.28,-123.12,Entire home/apt,3,1,2,229.00,2,16,158,4.94,5.05,Yes,76.33,Single Listing Host
48473757,390915540,2021-03-03,t,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,229.00,1,27,143,4.86,5.26,Yes,57.25,Single Listing Host
51018159,43296846,2015-09-03,t,3,3,t,Mount Pleasant,49.27,-123.10,Entire home/apt,4,1,2,229.00,3,57,38,4.87,2.11,Yes,57.25,Multi Listing Host
52470977,73828010,2016-05-24,f,1,1,t,Downtown,49.28,-123.13,Entire home/apt,2,,1,229.00,1,176,45,4.71,2.36,No,114.50,Single Listing Host
5.71695E+17,447094701,2022-02-27,f,10,10,t,Downtown,49.27,-123.13,Entire home/apt,2,,2,229.00,30,15,0,,,No,114.50,Multi Listing Host
6.26159E+17,21018988,2014-09-06,f,1,1,t,Riley Park,49.26,-123.11,Entire home/apt,3,1,2,229.00,2,48,19,4.74,1.54,No,76.33,Single Listing Host
6.54637E+17,412507256,2021-07-12,f,1,4,t,West End,49.29,-123.13,Entire home/apt,2,1,2,229.00,3,332,7,4.14,0.67,No,114.50,Multi Listing Host
6.78101E+17,461126783,2022-05-26,f,10,10,t,Downtown,49.28,-123.11,Entire home/apt,4,1,2,229.00,3,57,40,4.53,3.88,No,57.25,Multi Listing Host
6.79796E+17,227662329,2018-11-26,f,144,221,t,Mount Pleasant,49.27,-123.10,Entire home/apt,5,2,2,229.00,30,283,4,4.25,0.47,No,45.80,Multi Listing Host
7.10481E+17,265953242,2019-06-03,t,2,8,t,West End,49.29,-123.14,Entire home/apt,2,1,1,229.00,2,25,34,4.71,3.81,Yes,114.50,Multi Listing Host
8.05872E+17,495597904,2023-01-11,,4,4,t,Victoria-Fraserview,49.23,-123.05,Entire home/apt,6,3,3,229.00,1,280,1,3.00,0.86,Missing,38.17,Multi Listing Host
8.06628E+17,19929584,2014-08-12,f,1,2,t,West End,49.28,-123.13,Entire home/apt,4,2,2,229.00,30,51,0,,,No,57.25,Multi Listing Host
8.49941E+17,374223958,2020-11-02,f,1,1,t,Mount Pleasant,49.27,-123.10,Entire home/apt,4,,2,229.00,2,129,2,5.00,1.43,No,57.25,Single Listing Host
8.55466E+17,46081946,2015-10-08,,11,23,t,Downtown,49.27,-123.12,Entire home/apt,6,3,3,229.00,30,43,0,,,Missing,38.17,Multi Listing Host
8.63612E+17,508818278,2023-04-06,f,1,2,t,Downtown,49.28,-123.12,Entire home/apt,4,2,2,229.00,30,123,0,,,No,57.25,Multi Listing Host
8.84766E+17,503127636,2023-02-27,f,12,14,f,Downtown,49.28,-123.13,Entire home/apt,6,3,3,229.00,30,51,0,,,No,38.17,Multi Listing Host
9.02317E+17,57577560,2016-02-05,t,6,7,t,Hastings-Sunrise,49.28,-123.03,Entire home/apt,4,2,2,229.00,10,359,0,,,Yes,57.25,Multi Listing Host
8210871,43296846,2015-09-03,t,3,3,t,Downtown,49.28,-123.11,Entire home/apt,4,2,2,230.00,31,107,11,4.82,0.14,Yes,57.50,Multi Listing Host
12798674,30942340,2015-04-10,t,1,1,t,South Cambie,49.25,-123.13,Entire home/apt,4,1,2,230.00,3,262,108,4.92,1.27,Yes,57.50,Single Listing Host
15481083,43606470,2015-09-07,f,1,3,t,Kitsilano,49.26,-123.15,Entire home/apt,4,1,2,230.00,30,9,44,4.86,0.54,No,57.50,Multi Listing Host
20155636,34694656,2015-05-31,f,1,4,t,Kitsilano,49.27,-123.17,Entire home/apt,4,2,2,230.00,2,23,154,4.45,2.17,No,57.50,Multi Listing Host
33378813,49806753,2015-11-24,f,1,2,t,Marpole,49.21,-123.15,Entire home/apt,13,5,7,230.00,2,0,25,4.88,0.5,No,17.69,Multi Listing Host
35420313,23458673,2014-11-07,f,1,2,t,Mount Pleasant,49.27,-123.10,Entire home/apt,6,,3,230.00,1,0,17,4.82,0.35,No,38.33,Multi Listing Host
37063338,146500319,2017-08-17,t,2,3,t,Downtown,49.28,-123.11,Entire home/apt,3,1,2,230.00,2,67,52,4.88,2.7,Yes,76.67,Multi Listing Host
40211895,302365225,2019-10-14,f,1,1,t,West End,49.29,-123.13,Entire home/apt,4,2,2,230.00,1,0,63,4.83,1.47,No,57.50,Single Listing Host
47533716,216458343,2018-09-20,t,1,2,t,Downtown,49.28,-123.13,Entire home/apt,3,2,3,230.00,30,149,7,5.00,0.32,Yes,76.67,Multi Listing Host
48611956,60505386,2016-02-26,t,2,2,t,West End,49.29,-123.12,Entire home/apt,2,1,1,230.00,1,156,154,4.80,5.72,Yes,115.00,Multi Listing Host
51804359,81147218,2016-07-01,f,2,6,t,Downtown,49.27,-123.12,Entire home/apt,4,2,2,230.00,30,315,2,5.00,0.1,No,57.50,Multi Listing Host
5.95645E+17,452279716,2022-04-01,,1,3,t,Dunbar Southlands,49.24,-123.19,Private room,5,,2,230.00,7,357,1,5.00,0.08,Missing,46.00,Multi Listing Host
6.35635E+17,404239291,2021-05-29,t,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,230.00,2,95,57,4.86,4.67,Yes,57.50,Single Listing Host
6.38033E+17,33402930,2015-05-14,,2,4,t,Downtown,49.28,-123.12,Private room,1,,3,230.00,3,350,21,4.48,1.78,Missing,230.00,Multi Listing Host
6.40155E+17,209328629,2018-08-13,t,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,2,2,230.00,59,0,3,4.67,0.55,Yes,57.50,Single Listing Host
6.4628E+17,455106105,2022-04-19,t,6,7,t,Downtown,49.28,-123.12,Entire home/apt,6,3,3,230.00,5,61,38,4.63,3.16,Yes,38.33,Multi Listing Host
6.77048E+17,457329002,2022-05-03,f,1,1,f,Downtown,49.28,-123.12,Entire home/apt,3,1,1,230.00,30,364,0,,,No,76.67,Single Listing Host
7.03538E+17,444526436,2022-02-10,t,3,4,t,Downtown,49.28,-123.12,Entire home/apt,5,2,2,230.00,31,334,3,5.00,0.35,Yes,46.00,Multi Listing Host
7.82726E+17,2502595,2012-05-30,t,41,45,t,Downtown,49.28,-123.13,Entire home/apt,6,2,3,230.00,30,312,0,,,Yes,38.33,Multi Listing Host
8.42849E+17,7590216,2013-07-19,f,1,2,t,Downtown,49.28,-123.13,Entire home/apt,2,,1,230.00,2,59,8,4.75,4.36,No,115.00,Multi Listing Host
2847310,6576530,2013-05-26,t,1,1,f,Downtown Eastside,49.28,-123.10,Entire home/apt,2,,1,231.00,2,245,421,4.95,3.8,Yes,115.50,Single Listing Host
16458904,107518606,2016-12-17,f,1,1,t,Killarney,49.21,-123.05,Entire home/apt,4,2,2,231.00,30,365,0,,,No,57.75,Single Listing Host
27350645,338125,2011-01-07,t,10,13,t,Downtown,49.28,-123.12,Entire home/apt,4,1,1,231.00,30,0,12,4.75,0.22,Yes,57.75,Multi Listing Host
34937868,263264899,2019-05-21,t,1,1,t,West End,49.28,-123.14,Entire home/apt,2,1,2,231.00,7,284,97,4.86,1.98,Yes,115.50,Single Listing Host
41530441,24113529,2014-11-24,t,1,2,t,Strathcona,49.27,-123.10,Entire home/apt,3,1,2,231.00,2,229,96,4.98,5.01,Yes,77.00,Multi Listing Host
49259759,7709017,2013-07-25,f,3,10,t,Mount Pleasant,49.26,-123.09,Entire home/apt,6,3,4,231.00,2,0,40,4.85,1.55,No,38.50,Multi Listing Host
50003396,243167439,2019-02-14,t,4,7,t,Oakridge,49.23,-123.13,Entire home/apt,4,1,2,231.00,30,329,42,4.95,1.76,Yes,57.75,Multi Listing Host
52446690,424509965,2021-09-25,t,1,1,t,Sunset,49.21,-123.10,Entire home/apt,5,2,3,231.00,3,125,14,4.86,0.7,Yes,46.20,Single Listing Host
6.14426E+17,456327265,2022-04-27,t,1,1,t,Mount Pleasant,49.27,-123.10,Entire home/apt,4,1,2,231.00,30,47,15,4.93,1.1,Yes,57.75,Single Listing Host
7.72518E+17,227662329,2018-11-26,f,144,221,t,Fairview,49.26,-123.14,Entire home/apt,4,2,2,231.00,30,308,0,,,No,57.75,Multi Listing Host
9.02891E+17,43012325,2015-08-31,f,4,5,f,Downtown,49.29,-123.12,Entire home/apt,4,2,2,231.00,90,358,0,,,No,57.75,Multi Listing Host
6426269,5986485,2013-04-18,f,2,4,t,Fairview,49.26,-123.13,Entire home/apt,2,1,1,232.00,2,355,1,4.00,0.01,No,116.00,Multi Listing Host
16088312,677632,2011-06-08,,2,3,t,Downtown Eastside,49.28,-123.10,Entire home/apt,4,2,2,232.00,2,106,28,4.82,0.38,Missing,58.00,Multi Listing Host
30487322,41775716,2015-08-18,f,1,1,t,Fairview,49.27,-123.14,Entire home/apt,6,2,2,232.00,3,0,7,4.17,0.13,No,38.67,Single Listing Host
50730031,409952954,2021-06-29,f,1,1,t,Oakridge,49.23,-123.13,Entire home/apt,3,2,2,232.00,1,56,26,4.58,1.59,No,77.33,Single Listing Host
50852293,91203652,2016-08-21,t,1,1,t,Kensington-Cedar Cottage,49.26,-123.07,Entire home/apt,4,1,2,232.00,2,185,45,4.96,2.04,Yes,58.00,Single Listing Host
5.49975E+17,31816948,2015-04-23,,1,1,t,Downtown,49.28,-123.11,Private room,2,,1,232.00,2,69,111,4.95,7.71,Missing,116.00,Single Listing Host
6.25354E+17,458791377,2022-05-12,,1,1,t,Dunbar Southlands,49.24,-123.18,Private room,6,,3,232.00,2,88,22,4.73,1.75,Missing,38.67,Single Listing Host
6.9048E+17,474334954,2022-08-10,t,1,1,t,Grandview-Woodland,49.28,-123.07,Entire home/apt,6,2,2,232.00,1,63,22,4.95,2.68,Yes,38.67,Single Listing Host
7.2973E+17,470662609,2022-07-20,t,6,6,t,Downtown,49.28,-123.11,Entire home/apt,4,1,2,232.00,2,306,27,4.93,3.38,Yes,58.00,Multi Listing Host
8.50075E+17,499268524,2023-02-02,f,14,15,t,Downtown,49.28,-123.11,Entire home/apt,3,1,2,232.00,1,77,10,4.80,4.11,No,77.33,Multi Listing Host
8.66825E+17,227662329,2018-11-26,f,144,221,t,Mount Pleasant,49.26,-123.10,Entire home/apt,6,3,3,232.00,1,341,4,4.75,2.14,No,38.67,Multi Listing Host
8.94507E+17,190497280,2018-05-19,,2,2,t,Fairview,49.26,-123.12,Private room,2,,1,232.00,1,329,1,5.00,1,Missing,116.00,Multi Listing Host
9.09067E+17,14344868,2014-04-16,t,3,8,t,West End,49.28,-123.12,Entire home/apt,4,1,3,232.00,30,150,0,,,Yes,58.00,Multi Listing Host
7917307,41747653,2015-08-17,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,233.00,1,198,9,5.00,7.71,No,58.25,Single Listing Host
18917744,29412479,2015-03-15,t,9,12,t,Grandview-Woodland,49.28,-123.07,Entire home/apt,7,3,6,233.00,30,345,4,5.00,0.06,Yes,33.29,Multi Listing Host
29393169,221434866,2018-10-18,t,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,233.00,1,50,191,4.80,3.4,Yes,58.25,Single Listing Host
30689243,229713952,2018-12-08,f,1,1,t,Downtown,49.28,-123.12,Entire home/apt,4,1,2,233.00,1,56,211,4.73,3.87,No,58.25,Single Listing Host
33667096,253750758,2019-04-07,t,2,2,t,Mount Pleasant,49.26,-123.08,Entire home/apt,4,2,2,233.00,3,24,26,4.85,0.51,Yes,58.25,Multi Listing Host
36573477,52944085,2016-01-01,f,1,2,t,Mount Pleasant,49.26,-123.11,Entire home/apt,6,2,2,233.00,30,160,0,,,No,38.83,Multi Listing Host
42004464,360059206,2020-08-02,f,1,1,f,Renfrew-Collingwood,49.25,-123.05,Entire home/apt,5,2,3,233.00,4,227,84,4.83,2.1,No,46.60,Single Listing Host
42069280,29412479,2015-03-15,t,9,12,t,Downtown,49.27,-123.12,Entire home/apt,4,2,2,233.00,30,254,5,5.00,0.22,Yes,58.25,Multi Listing Host
42843544,210999504,2018-08-21,f,4,4,t,Victoria-Fraserview,49.21,-123.06,Entire home/apt,10,5,5,233.00,30,56,108,4.34,2.86,No,23.30,Multi Listing Host
50595217,29412479,2015-03-15,t,9,12,t,Grandview-Woodland,49.28,-123.08,Entire home/apt,6,5,3,233.00,30,282,2,5.00,0.14,Yes,38.83,Multi Listing Host
53802240,53234503,2016-01-03,f,11,26,t,Kerrisdale,49.22,-123.15,Entire home/apt,6,2,2,233.00,5,151,33,4.76,2.22,No,38.83,Multi Listing Host
5.82163E+17,4019812,2012-10-31,t,2,2,t,Hastings-Sunrise,49.27,-123.04,Entire home/apt,5,2,3,233.00,4,53,38,4.89,2.61,Yes,46.60,Multi Listing Host
5.89944E+17,227662329,2018-11-26,f,144,221,t,Downtown,49.28,-123.13,Entire home/apt,2,1,1,233.00,1,323,39,4.67,2.79,No,116.50,Multi Listing Host
